K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10
0.01869670503044,0.0184756143452731,0.0167724068625393,0.0152357677149115,0.0151793780142038,0.0141425248628085,0.0132903978031842,0.012864455239651
0.0184344047508848,0.0183128694707095,0.0166689527508886,0.0151344474486779,0.0150635309982689,0.0140380325380012,0.0131984267686879,0.0127815053894406
0.0181858431204543,0.0181578821177303,0.0165730122651595,0.0150401931757459,0.014953271549342,0.0139389602843595,0.013111743174097,0.0127037068020389
0.0179507010593886,0.0180104570499512,0.0164844224231852,0.0149528889223353,0.0148484017074881,0.0138451342626984,0.0130302035731352,0.0126309176661655
0.017728680436879,0.0178703996960366,0.0164030120139294,0.0148724146261385,0.0147487196220494,0.0137563756043441,0.0129536603636304,0.0125629907996113
0.017519503696257,0.0177375159992961,0.0163286003915827,0.0147986451755921,0.0146540196541113,0.0136725001827606,0.0128819614052376,0.0124997731612185
0.0173229135175631,0.0176116123027728,0.0162609962578302,0.0147314494023647,0.0145640925939499,0.0135933184716186,0.012814949683323,0.0124411054098649
0.0171386725174748,0.0174924952754046,0.016199996453236,0.0146706890348568,0.0144787260063518,0.0135186355060042,0.0127524630324058,0.012386821526701
0.0169665629866034,0.0173799718849931,0.0161453847834918,0.0146162176233975,0.0143977047156212,0.0134482509640143,0.0126943339337878,0.01233674851867
0.0168063866642073,0.0172738494237443,0.0160969309114373,0.0145678794511364,0.0143208114403891,0.0133819593860424,0.0126403894030276,0.0122907062229251
0.0166579645503901,0.0171739355920382,0.0160543893511441,0.0145255084483692,0.0142478275859458,0.0133195505485129,0.0125904509836443,0.0122485072330076
0.0165211367558738,0.0170800386458134,0.0160174986057562,0.0144889271321578,0.0141785341986971,0.0132608100075331,0.012544334863751,0.0122099569684296
0.016395762389442,0.0169919676124866,0.0159859804959469,0.0144579455975409,0.0141127130834835,0.0132055198258035,0.0125018521321149,0.0121748539094432
0.0162817194831508,0.0169095325796566,0.0159595397304267,0.0144323605912681,0.0140501480799341,0.0131534594930542,0.0124628091892906,0.0121429900181224
0.0161789049553889,0.016832545059942,0.0159378637735227,0.0144119547036581,0.0139906264888337,0.0131044070462059,0.0124270083278712,0.0121141513652499
0.0160872346118422,0.01676081843417,0.0159206230669519,0.0143964957186687,0.013933940633798,0.0130581403903678,0.0123942484934509,0.0120881189797491
0.0160066431843732,0.0166941684737579,0.0159074716629964,0.0143857361662796,0.0138798895375673,0.0130144388157365,0.0123643262345154,0.0120646699334027
0.0159370844077626,0.0166324139415318,0.0158980483238074,0.0143794131244947,0.0138282806861935,0.012973084698562,0.0123370368451436,0.0120435786682771
0.0158785311341747,0.0165753772684166,0.0158919781359517,0.014377248320255,0.013778931848601,0.0129338653667961,0.0123121756991349,0.0120246185676226
0.015830975485097,0.0165228853014483,0.015888874680116,0.014378948578888,0.0137316729137796,0.0128965751031277,0.0122895397680422,0.0120075637631176
0.015794429040361,0.0164747701164514,0.0158883427827285,0.0143842066699167,0.0136863477035622,0.0128610172501799,0.0122689293087517,0.0119921911623538
0.0157689230636779,0.0164308698865435,0.0158899818590254,0.0143927025926733,0.0136428157158957,0.0128270063751462,0.0122501496989286,0.0119782826707074
0.0157545087639045,0.0163910297954674,0.0158933898359055,0.0144041053377873,0.0136009537520251,0.0127943704445308,0.0122330133911465,0.0119656275716226
0.0157512575909938,0.016355102982669,0.0158981676182695,0.0144180751499552,0.0135606573813314,0.012762952954433,0.012217341949213,0.0119540250193508
0.0157592615652715,0.0163229515051516,0.015903924035313,0.0144342663033098,0.0135218421998407,0.0127326149584371,0.0122029681235137,0.0119432865889509
0.015778633638305,0.0162944472995242,0.0159102811747112,0.0144523303832739,0.0134844448426909,0.0127032369340438,0.0121897379165742,0.011933238820496
0.0158095080831925,0.0162694731264185,0.0159168799844803,0.0144719200483813,0.0134484237170287,0.0126747204299923,0.012177512585927,0.011923725688605
0.0158520409115787,0.0162479234786749,0.015923385996475,0.0144926932228561,0.0134137594296901,0.0126469894409384,0.0121661705291775,0.0119146109252163
0.0159064103141019,0.0162297054344378,0.0159294950041323,0.0145143176467805,0.0133804548932546,0.0126199914627331,0.0121556089962044,0.0119057801234142
0.0159728171202734,0.016214739436643,0.0159349385122833,0.0145364756867914,0.0133485351042251,0.0125936981907866,0.0121457455759153,0.0118971425534258
0.0160514852729788,0.0162029599813153,0.0159394887705101,0.0145588692880087,0.0133180465976438,0.0125681058353084,0.0121365194099633,0.0118886326286987
0.0161426623118574,0.0161943161986596,0.0159429632049943,0.0145812249290539,0.0132890565928806,0.0125432350400191,0.0121278920932012,0.0118802109700997
0.0162466198587469,0.0161887723130625,0.0159452280778088,0.0146032984283146,0.0132616518550656,0.0125191304045601,0.012119848230128,0.0118718650293057
0.0163636540971606,0.0161863079707882,0.0159462012270049,0.014624879442609,0.0132359373051994,0.0124958596245231,0.0121123956277249,0.011863609247758
0.0164940862363853,0.0161869184272446,0.01594585377462,0.0146457955003373,0.0132120344189527,0.012473512276019,0.0121055651173096,0.0118554847442508
0.0166382629492247,0.016190614589113,0.0159442107309753,0.0146659154207562,0.0131900794592636,0.012452198283302,0.0120994100107019,0.0118475585413795
0.0167965567706614,0.0161974229102387,0.0159413504697239,0.0146851519892202,0.0131702215908934,0.0124320461175467,0.0120940052083902,0.0118399223576584
0.0169693664427556,0.016207385143829,0.015937403095954,0.014703463784419,0.0131526209260756,0.0124132007820072,0.0120894459888386,0.011832691007183
0.0171571171889216,0.0162205579570534,0.0159325477759585,0.0147208560863938,0.0131374465493875,0.012395821643203,0.0120858465179835,0.0118260004614164
0.0173602608983309,0.0162370124174514,0.015927009138939,0.014737380831449,0.0131248745671945,0.0123800801694009,0.0120833381258433,0.0118200056373904
0.0175792761985637,0.0162568333634956,0.0159210528952495,0.0147531356195298,0.0131150862227472,0.0123661576366219,0.0120820674026906,0.0118148779829271
0.0178146683917885,0.0162801186741308,0.0159149808408565,0.0147682618185796,0.0131082661126149,0.0123542428589618,0.0120821941702445,0.0118108029322751
0.0180669692266858,0.0163069784540332,0.0159091254324047,0.0147829418462378,0.0131046005339652,0.0123445299945784,0.0120838893838558,0.0118079773049081
0.0183367364750876,0.0163375341526576,0.0159038441214449,0.0147973957397184,0.013104275985634,0.0123372164717454,0.0120873330198456,0.0118066067165087
0.0186245532789017,0.0163719176358477,0.0158995136306598,0.0148118771480667,0.0131074778393127,0.0123325010714121,0.0120927119983204,0.0118069030648267
0.0189310272293929,0.0164102702288877,0.0158965243406566,0.0148266688961387,0.0131143891907964,0.0123305821942575,0.012100218186315,0.0118090821447962
0.0192567891373756,0.0164527417494057,0.0158952749349337,0.0148420782762101,0.0131251898953441,0.0123316563317365,0.0121100465194589,0.0118133614376663
0.0196024914494393,0.0164994895475668,0.0158961674250483,0.0148584322214072,0.0131400557859655,0.0123359167525056,0.0121223932729798,0.0118199581086059
0.0199688062621205,0.016550677569595,0.0158996026499659,0.0148760725060867,0.0131591580689894,0.0123435524081837,0.012137454505189,0.0118290872368922
0.020356422883121,0.0166064754589207,0.0159059763150261,0.0148953511032049,0.0131826628876406,0.0123547470558873,0.012155424689037,0.0118409602928872
0.0207660448864832,0.0166670577072691,0.0159156756086147,0.0149166258092508,0.0132107310415675,0.0123696785895185,0.0121764955402111,0.0118557838669658
0.0211983866073271,0.0167326028658711,0.0159290764097893,0.0149402562251605,0.0132435178482767,0.012388518567429,0.0122008550438106,0.0118737586476524
0.0216541690216612,0.016803292824787,0.0159465410786847,0.0149666001584354,0.0132811731311902,0.0124114319208371,0.0122286866760747,0.0118950786396396
0.0221341149582793,0.016879312166164,0.0159684168040197,0.0149960104888953,0.0133238413184508,0.0124385768251591,0.0122601688130217,0.0119199306071496
0.0226389435932769,0.0169608475951709,0.0159950344686122,0.0150288325192783,0.0133716616365666,0.0124701047151514,0.0122954743142438,0.011948493724258
0.023169364183765,0.0170480874504225,0.0160267079843457,0.0150654018131255,0.0134247683834033,0.0125061604242911,0.0123347702674406,0.0119809394112248
0.0237260690064391,0.0171412212939668,0.0160637340421987,0.0151060425065795,0.0134832912658026,0.0125468824290444,0.0123782178775186,0.0120174313344465
0.0243097254793432,0.0172404395793887,0.0161063922202626,0.0151510660681542,0.0135473557881342,0.0125924031794144,0.012425972483122,0.0120581255471895
0.0249209674619973,0.0173459333952953,0.0161549453926035,0.0152007704711825,0.0136170836792892,0.0126428494983149,0.012478183683186,0.0121031707486113
0.0255603857505415,0.0174578942804052,0.0162096403838015,0.0152554397373439,0.0136925933469255,0.0126983430337417,0.0125349955563924,0.0121527086395487
0.0262285178111065,0.0175765141056488,0.0162707088174916,0.0153153438060879,0.0137740003491167,0.0127590007493192,0.0125965469571381,0.0122068743549881
0.0269258368265036,0.0177019850180995,0.0163383681117517,0.0153807386834972,0.0138614178748892,0.012824935440483,0.0126629718726857,0.0122657969548786
0.0276527401685647,0.0178344994411682,0.0164128225793072,0.0154518668247503,0.013954957226416,0.0128962562652566,0.0127343998274509,0.0123295999568784
0.0284095374507336,0.0179742501252902,0.0164942645959171,0.0155289577064019,0.0140547282968469,0.0129730692802309,0.0128109563217979,0.0123984018966368
0.0291964383620951,0.0181214302432847,0.0165828758056879,0.0156122285478022,0.014160840038871,0.0130554779739187,0.0128927632941977,0.0124723169032114
0.0300135405336721,0.0182762335246542,0.0166788283372365,0.0157018851447669,0.0142734999329097,0.0131435837910993,0.0129799395970844,0.0125514552791531
0.0308608177386667,0.0184388544232809,0.0167822860094509,0.0157981227827702,0.0143933560547726,0.0132374866430866,0.01307260147818,0.0126360580687342
0.0317381087778676,0.0186094883132575,0.0168934055099819,0.0159011272012377,0.0145205640342696,0.0133372854000192,0.0131708630604149,0.0127268235623888
0.0326451074465108,0.0187883317079216,0.0170123375335006,0.0160110755847497,0.0146551955272886,0.0134430862217037,0.0132749446253632,0.0128238757282321
0.033581354015683,0.0189755824975507,0.0171392278701545,0.0161281375610085,0.0147973268661098,0.013555551146913,0.0133855162662131,0.012927262535933
0.0345462286856485,0.0191714402015769,0.0172742184375613,0.016252476189164,0.0149470391969096,0.0136750868084318,0.0135027280019168,0.013037035549568
0.0355389474757738,0.0193761062315995,0.0174174482521209,0.0163842489254854,0.0151044186034502,0.0138017418493679,0.0136266458824764,0.013153250162587
0.0365585610016871,0.0195897841618916,0.0175690543374343,0.0165236085563665,0.0152695562184516,0.0139355711933045,0.0137573400022071,0.0132759658041129
0.0376039565511286,0.0198126800045052,0.0177291725692435,0.0166707040912734,0.0154425483240288,0.0140766360644884,0.0138948846873277,0.0134052461198491
0.0386738638029448,0.0200450024864672,0.0178979384575887,0.0168256816104742,0.0156234964424712,0.0142250040005289,0.0140393586626048,0.0135411591306016
0.0397668644377522,0.0202869633269294,0.0180754878678646,0.0169886850642708,0.0158125074185283,0.0143807488592876,0.0141908451994703,0.0136837773711636
0.0408814057650124,0.0205387775124745,0.0182619576831955,0.0171598570219997,0.0160096934942633,0.0145439508214049,0.0143494322478338,0.013833178012054
0.0420158183431356,0.0208006635690966,0.0184574864110698,0.0173393393703231,0.0162151723774339,0.0147146963897037,0.0145152125536119,0.0139894429663667
0.0431683374030027,0.0210728438296539,0.0186622147375252,0.017527273961326,0.0164290673042637,0.014893078386525,0.0146882837638122,0.0141526589837581
0.0443371277096881,0.0213555446958492,0.0188762860323818,0.0177238032117008,0.0166515070973771,0.0150791959498904,0.0148687485208283,0.0143229177333917
0.045520311323054,0.0216489968940158,0.0190998468091143,0.0179290706548785,0.0168826262195857,0.015273154529241,0.0150567145474389,0.014500315877464
0.0467159975574111,0.0219534357241855,0.01933304714296,0.0181432279711799,0.017122564824137,0.0154750658813811,0.0152522947238457,0.0146849551367545
0.0479223143059754,0.0222691013020845,0.019576041050793,0.0183670527219434,0.0173714688019619,0.0156850480671418,0.0154556071579426,0.0148769423494819
0.0491374397987982,0.0225962387938493,0.0198291888894091,0.018601071270662,0.0176294898263933,0.0159032254491884,0.0156667752498762,0.0150763895245954
0.0503596338122293,0.0229350986433803,0.0200933392898345,0.0188453862715896,0.0178967853957655,0.0161297286913104,0.0158859277518358,0.0152834138904979
0.0515872673495061,0.0232859367923516,0.0203686787324358,0.0191001100557775,0.0181735188742498,0.0163646947594632,0.0161131988239006,0.0154981379400732
0.0528188498671992,0.0236490148929827,0.0206553424429005,0.0193653644583873,0.0184598595312336,0.0166082669247667,0.0163487280866739,0.0157206894727802
0.0540530532279774,0.0240246005137454,0.0209534761543293,0.0196412806609699,0.0187559825795016,0.0168605947686169,0.0165926606713409,0.0159512016344789
0.0552887317092005,0.0244129673382353,0.0212632359259924,0.0199279990481795,0.0190620692124425,0.0171218341900187,0.0168451472905565,0.016189812955563
0.0565249375783715,0.024814395357477,0.0215847879818757,0.020225669078361,0.0193783066404652,0.0173921474152086,0.0171063448105136,0.0164366673878978
0.0577609319472316,0.0252291710559655,0.0219183085677424,0.0205344491674327,0.0197048881267786,0.0176717030096083,0.0173764154414186,0.0166919143409893
0.0589961908220873,0.0256575875917687,0.0222639838255155,0.020854506585477,0.0200420130226601,0.0179606758921176,0.0176555268482554,0.0169557087177506
0.0602304064649805,0.0260999449710261,0.022622009683852,0.0211860173654529,0.0203898868023154,0.0182592473517341,0.0179438524370429,0.0172282109501753
0.0614634843565429,0.026556550217193,0.0229925917638527,0.0215291662234481,0.0207487210974075,0.0185676050664701,0.0182415713989521,0.0175095870351804
0.0626955361974675,0.0270277175353742,0.0233759452989117,0.0218841464899005,0.0211187337313183,0.0188859431245183,0.0185488687544563,0.0178000085708374
0.0639268694954411,0.0275137684720962,0.0237722950677761,0.0222511600512305,0.021500148753186,0.019214462047608,0.0188659353977023,0.0180996527931739
0.0651579743555612,0.0280150320708543,0.0241818753399419,0.022630417301344,0.0218931964717519,0.0195533688164806,0.0191929681412532,0.0184087026136939
0.0663895081253065,0.0285318450237673,0.0246049298325682,0.0230221371024819,0.0222981134890354,0.0199028768984093,0.0195301697613293,0.0187273466577389
0.0676222785433778,0.0290645518196586,0.0250417116781444,0.0234265467549146,0.0227151427338479,0.0202632062766776,0.0198777490436483,0.0190557793037836
0.0688572260104522,0.0296135048888705,0.0254924834021955,0.0238438819749963,0.023144533495149,0.0206345834819309,0.0202359208299433,0.0193942007237412
0.0700954055455211,0.0301790647451061,0.0259575169103525,0.0242743868811183,0.0235865414552396,0.021017241625308,0.0206049060652218,0.0197428169243331
0.0713379689209172,0.0307616001245754,0.0264370934841638,0.0247183139871186,0.0240414287227836,0.0214114204332628,0.020984931845809,0.0201018397895634
0.0725861473890183,0.0313614881227107,0.0269315037850599,0.0251759242027289,0.024509463865645,0.0218173662839808,0.0213762314682083,0.0204714871243212
0.0738412353299192,0.0319791143286987,0.0274410478659241,0.0256474868406564,0.0249909219435239,0.0222353322452988,0.0217790444787983,0.0208519826991268
0.0751045750671188,0.0326148729580613,0.0279660351897553,0.0261332796299222,0.0254860845403728,0.0226655781140335,0.0221936167243754,0.0212435562960242
0.0763775430212188,0.0332691669835048,0.0285067846549466,0.0266335887350945,0.0259952397965742,0.0231083704566301,0.0226202004035432,0.0216464437556152
0.0776615373025753,0.0339424082642384,0.0290636246267279,0.027148708781074,0.0265186824408587,0.0235639826510391,0.0230590541189427,0.022060887025223
0.0789579667842985,0.034635017673952,0.0296368929743579,0.0276789428831097,0.0270567138219428,0.0240326949297361,0.0235104429303099,0.0224871342081688
0.080268241647719,0.0353475679248695,0.0302269371136703,0.0282246026817354,0.0276096419398666,0.0245147944237979,0.0239746384083448,0.0229254396141368
0.0495959036340711,0.0346058501529843,0.0296315727923198,0.0274000365888126,0.027163338821056,0.0251813020457039,0.0234329512344865,0.022374488036167
0.0480864847747365,0.0339021229670134,0.0290448211314755,0.0268568544294213,0.0266306830134073,0.0246936578732684,0.0229775239741959,0.0219454989783633
0.0466344110911245,0.0332179786748858,0.0284747987186334,0.026328713063296,0.0261128254665087,0.0242193812349097,0.0225349890392215,0.0215286348876145
0.0452375446226019,0.0325529899952624,0.0279211545011905,0.0258152993541371,0.0256094736102021,0.0237581991101013,0.0221050786021063,0.0211236508522813
0.0438938293169773,0.0319067386783618,0.0273835469990241,0.025316307852091,0.0251203419773259,0.0233098475054996,0.0216875321651198,0.0207303088186273
0.0426012880046197,0.0312788153804448,0.0268616442574742,0.0248314407505256,0.0246451521859423,0.0228740688046035,0.02128209652318,0.0203483775639914
0.0413580194952693,0.030668819537127,0.0263551238054803,0.0243604078443648,0.024183632923909,0.0224506117170297,0.0208885257307874,0.0199776326744093
0.0401621957920525,0.0300763592353544,0.0258636726192532,0.0239029264901043,0.0237355199359431,0.0220392312282798,0.0205065810732602,0.0196178565269976
0.0390120594175113,0.0295010510838584,0.0253869870918884,0.0234587215676351,0.0233005560133276,0.0216396885499463,0.0201360310425817,0.0192688382774349
0.0379059208467422,0.0289425200818995,0.0249247730093565,0.0230275254440056,0.0228784909864089,0.0212517510702835,0.019776651318193,0.018930373852902
0.0368421560429989,0.028400399486092,0.0244767455333362,0.0226090779392529,0.0224690817200419,0.0208751923050539,0.0194282247530869,0.0186022659508647
0.035819204091372,0.0278743306750882,0.0240426291913879,0.0222031262944384,0.0220720921121319,0.0205097918485367,0.0190905413655822,0.018284324044112
0.0348355649263948,0.0273639630118902,0.0236221578750016,0.0218094251420214,0.021687293095429,0.0201553353245589,0.0187633983371886,0.0179763643924922
0.0338897971496491,0.0268689537035401,0.0232150748460886,0.021427736478705,0.0213144626427204,0.0198116143373833,0.0184466000169958,0.0176781620209172
0.0329805159336638,0.0263889676579281,0.0228211327525272,0.0210578296408849,0.0209533857755691,0.019478426422252,0.0181399579330551,0.0173893766025393
0.0321063910085995,0.0259236773374462,0.0224400936534143,0.0206994812828299,0.0206038545767356,0.0191555749953499,0.017843290811253,0.0171098225212745
0.0312661447284098,0.0254727626092015,0.0220717290547209,0.020352475357716,0.0202656682064126,0.0188428693029091,0.0175564246022117,0.0168393339558112
0.0304585502133514,0.0250359105914954,0.0217158199560955,0.0200166031016267,0.0199386329223903,0.0185401243691291,0.0172791925167887,0.0165777507807851
0.0296824295658945,0.0246128154962647,0.0213721569096138,0.0196916630206237,0.0196225621042529,0.0182471609425346,0.0170114350707889,0.0163249185277795
0.0289366521572498,0.0242031784671762,0.021040540091323,0.019377460880975,0.0193172762816899,0.0179638054403343,0.0167530001395446,0.016080688345984
0.0282201329818917,0.0238067074130622,0.0207207793864898,0.0190738097026104,0.0190226031669753,0.0176898898902765,0.0165037350938391,0.0158449169620545
0.0275318310776078,0.0234231168363872,0.0204126944895207,0.0187805297558527,0.0187383776916446,0.0174252518694245,0.0162631586036136,0.0156174666386409
0.0268707428492629,0.0230521276564397,0.0201161150195863,0.0184974485614424,0.0184644420473531,0.0171697344391927,0.0160309441256288,0.0153982051309538
0.0262358785359166,0.0226934670269546,0.0198308806530479,0.0182244008938429,0.0182006457308609,0.0169231860758923,0.015806937996923,0.0151870056406401
0.0256263134106601,0.0223468681478916,0.0195568412738566,0.0179612287877696,0.0179466069635569,0.0166854605959358,0.0155908413295328,0.0149836396129822
0.0250411664756517,0.0220120700711185,0.0192938571431643,0.0177077815478385,0.0177014512273958,0.0164564170747369,0.0153824563401269,0.014787705275377
0.0244795938169526,0.0216888174997829,0.0190417499156068,0.0174639157611731,0.0174649559386254,0.0162359197582218,0.0151816386321041,0.0145990556791145
0.0239407873697599,0.0213768605812054,0.01879969984804,0.0172294953127372,0.0172369484285013,0.0160238379657342,0.0149882468058412,0.0144175602894658
0.0234239737347577,0.0210759546931808,0.0185673290796889,0.0170043914030812,0.0170172576510997,0.0158200459829699,0.0148021422360743,0.0142430911343417
0.0229284130441967,0.0207858602236487,0.0183444811919586,0.0167884825680962,0.0168057138752086,0.0156243802240043,0.0146231888342614,0.0140755225537992
0.0224533978764011,0.0205063423437822,0.018131003823196,0.0165816547002579,0.0166021483612155,0.0154362857787607,0.0144512527950662,0.0139147309306476
0.0219982522174824,0.0202371707746484,0.0179267483055594,0.0163838010707127,0.016406393023779,0.0152555073889136,0.0142862023261808,0.0137605944010167
0.0215623304691259,0.0199781195477202,0.0177315692659543,0.0161948223514118,0.0162182800814955,0.0150818991967011,0.0141279073608233,0.0136129925438519
0.0211450165013901,0.0197289667596645,0.0175453241876988,0.016014626636325,0.0160376416952753,0.0149153159430491,0.0139762392524056,0.0134718060484458
0.0207457227495427,0.0194894943220014,0.0173678729295223,0.0158431294605661,0.0158643095977166,0.0147556125895397,0.0138310704510758,0.0133369163593226
0.0203638893540314,0.0192594877064242,0.0171990771985035,0.0156802538160355,0.0156981147164346,0.0146026439232229,0.0136922741621102,0.0132082052980656
0.0199989833427607,0.0190387356867871,0.0170387999736363,0.0155259301619238,0.0155388867950429,0.0144562641458595,0.0135597239864637,0.0130855546620285
0.0196504978549216,0.0188270300790176,0.0168869048769068,0.0153798837855216,0.0153864540163213,0.0143163264498505,0.0134332935442012,0.0129688458003208
0.0193179514056901,0.0186241654804795,0.0167432554890862,0.015241469663223,0.0152406426330111,0.0141826825838814,0.0133128560820268,0.0128579591679993
0.0190008871911811,0.0184299390106146,0.0166077146079341,0.0151105493444721,0.0151012766126553,0.0140551824122007,0.0131982840667184,0.0127527738600709
0.0186988724331099,0.0182441500550148,0.0164801434471945,0.0149870143553185,0.0149681773039377,0.0139336734724497,0.0130894487669618,0.012653167127697
0.0184114977626808,0.01806660001542,0.0163604007756854,0.0148707563895665,0.0148411631330321,0.0138180005380716,0.012986219826871,0.0125590138799245
0.0181383766432837,0.0178970920685037,0.0162483419969878,0.0147616666598314,0.0147200493395379,0.0137080051925415,0.0128884648353813,0.0124701861753408
0.0178791448316429,0.0177354309366807,0.0161438181717568,0.014659635194993,0.0146046477626006,0.0136035254239504,0.0127960488967061,0.0123865527092723
